"year","region","life_expectancy_log_zscore","mortality_log_zscore","gdp_log_zscore","schooling_log_zscore"
2007,"Europe","0.22391939179643683","0.6524026844455393","0.3438459238436239","0.5165468473937974"
2022,"Americas","0.4563165325043378","0.4672900291895092","0.4542937347534261","0.3972324975897761"
2021,"Americas","0.4380181435737798","0.48255249160967384","0.43620786572242554","0.3972324975897761"
2020,"Americas","0.41047603236930463","0.4975640528423123","0.42366311994068034","0.3972324975897761"
2019,"Americas","0.41047603236930463","0.48255249160967384","0.4142996171915597","0.3972324975897761"
2018,"Americas","0.3178454990236611","0.5599051860565326","0.40150539517108635","0.3482363814565218"
2017,"Americas","0.3178454990236611","0.531660169193322","0.36269809712917467","0.3234548019700619"
2016,"Americas","0.26164776485062946","-1.4013460805214148","0.3460616692887856","0.29848060614461164"
2015,"Americas","0.2898050589049065","0.5458918766302374","-0.847270613069852","0.445491802727249"
2014,"Americas","0.24280971329966766","-1.4013460805214148","-0.8810944944247683","0.3234548019700619"
2013,"Americas","0.5919899791108422","0.6225992037743258","-0.8384074389419524","0.3234548019700619"
2012,"Americas","0.22391939179643683","0.6312141992177335","0.2546063572540922","0.2733102924155108"
2011,"Americas","0.12866095499549177","0.6397486795074169","0.2152983507542051","0.19659297170113527"
2022,"Europe","0.4654470638794965","0.39803600647805304","1.1133511066085797","1.1133417733358921"
2021,"Europe","0.447173570367055","0.4199096928466397","1.193006644789155","1.1133417733358921"
2020,"Europe","0.41047603236930463","0.4672900291895092","1.1652479452419278","1.0938329072611024"
2019,"Europe","0.41047603236930463","0.4569714703148684","1.1166986753587764","1.1133417733358921"
2018,"Europe","0.39205213993104265","-1.6251876794046625","1.1172915987790673","1.1520072829358567"
2017,"Europe","0.35505131574799104","0.5172031483425871","1.0212251282932934","1.1711663687288467"
2016,"Europe","0.3364738184977852","0.5364287583279106","1.0146174398564871","1.1327327598980357"
2015,"Europe","0.23337119461552402","0.6771964991476025","1.139204248286315","1.1133417733358921"
2014,"Europe","0.3178454990236611","-1.362481375035817","1.0349347832757074","1.0938329072611024"
2013,"Europe","0.6809397191638307","0.6973558773003512","-0.34098700659540143","1.0938329072611024"
2012,"Europe","0.8553808825298237","0.6690064644812277","0.7970872082111854","1.0544561199132472"
2011,"Europe","0.28043240569222505","-1.362481375035817","-0.506966909486744","1.0742047197034894"
2010,"Europe","0.28043240569222505","-1.441938663048859","-0.6116756087441064","0.9742221708222875"
2009,"Europe","0.26164776485062946","-1.441938663048859","0.4568645791972047","0.8710240097578686"
2008,"Europe","0.24280971329966766","-1.4844199385849701","-0.8532625428022992","0.7426393560618397"
2007,"Europe","0.28043240569222505","-3.631655248485274","0.33488944875796467","0.5860626709323508"
2022,"Europe","1.1912312227325583","-0.4811861540446646","-0.2025741453827184","0.5630575645831812"
2021,"Europe","1.1666166235172373","-0.452646870605423","2.2426771545033586","0.5630575645831812"
2020,"Europe","1.1419121022726197","-0.4114436676980443","2.217919915512903","0.5630575645831812"
2019,"Europe","1.1171157337600013","-2.487653723125276","1.1992020642920949","0.5630575645831812"
2018,"Europe","1.6654710651607636","-0.35924759049551086","2.2272343920483912","0.5630575645831812"
2017,"Europe","1.5110824911767629","-0.34665176673954057","1.1393108633441416","0.5165468473937974"
2016,"Europe","1.2726335187286582","-0.3098743370064965","1.072533848914157","0.4693521252410528"
2015,"Europe","1.025405335973821","-2.3657151595761228","2.2204476887974156","0.4693521252410528"
2014,"Europe","1.000174214356823","-0.24048531795446415","-0.043313443625199365","0.4693521252410528"
2013,"Europe","0.9748485848954856","-0.20767282716601404","2.0918331709735605","0.4693521252410528"
2012,"Europe","0.9239083412454439","-2.2581577238592385","0.8252085699969323","0.4693521252410528"
2011,"Europe","0.9153800644390437","-0.13540599161226308","2.0014696532685963","0.4693521252410528"
2010,"Europe","0.9068415954976679","-0.13540599161226308","1.923955479103094","0.49303635454008143"
2009,"Europe","0.8811608580577543","-0.1061034964744658","0.5867189096196029","0.4693521252410528"
2008,"Europe","0.8553808825298237","-0.09654128612666525","1.7610707009576037","0.445491802727249"
2007,"Europe","0.8381395262283471","-0.07771210885612659","1.7671833498552458","0.4693521252410528"
2010,"Americas","0.11906051783645895","-1.1896688464944662","0.19197191392577123","0.09136442001479263"
2009,"Americas","0.41047603236930463","-1.362481375035817","-1.0410011299405832","0.03742729792679993"
2022,"Europe","1.1666166235172373","-0.6219538948643565","1.386487415946665","0.7207336879153307"
2021,"Europe","1.1419121022726197","-0.6051977780622526","0.21246327399923892","0.6541045482074543"
2020,"Europe","1.1171157337600013","-0.5725806413753421","0.16447308541733094","0.631583764212544"
2019,"Europe","1.1088301006478576","-0.5566988020398904","0.11830333799925882","0.6089040378599785"
2018,"Europe","1.5887204332658158","-0.541088460474884","1.3637270027447177","0.7643967176991825"
2017,"Europe","1.2726335187286582","-0.49579738966299847","0.11684707564468866","0.7207336879153307"
2016,"Europe","1.1912312227325583","-0.4811861540446646","0.22391276399716462","0.6764681785358653"
2015,"Europe","1.025405335973821","-0.4668050262123955","1.3425010670828044","0.7207336879153307"
2014,"Europe","0.9917429453080291","-0.452646870605423","1.2766803477957511","0.6764681785358653"
2013,"Europe","0.9663854400720907","-0.43870487850855305","1.1967516894357453","0.7643967176991825"
2012,"Europe","0.9409311756895038","-0.42497254839037213","1.169360868798378","0.7643967176991825"
2011,"Europe","0.9153800644390437","-0.39811229598110914","-0.0768677612620884","0.631583764212544"
2010,"Europe","0.898292256612256","-0.3720195853225721","1.0919568168027352","0.5398865760812859"
2009,"Europe","0.872578087455057","-0.32196964951717966","1.0149318224476616","0.5398865760812859"
2008,"Americas","0.022292171371588808","0.6565820178007655","0.15233561033426182","-0.01743186987399605"
2007,"Americas","0.032031846244823456","0.6524026844455393","0.12886245659759177","-0.10152021593866425"
